logbookId,projectId,logType,logStatus,severity,ownerName,createdDate,resolvedDate,summaryText,sourceSystem
LB-00618,PJ-100-03-05,Decision,In Review,Low,M. Chen,2026-04-29,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00619,PJ-100-02-05,Issue,Closed,Medium,K. Davis,2026-06-25,2026-07-27,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00620,PJ-100-01-04,Issue,Mitigated,Critical,R. Patel,2026-06-15,2026-07-04,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00621,PJ-300-02-05,Risk,Closed,Low,L. Brown,2026-07-26,2026-07-29,Data mapping requires architecture decision,SyntheticPlanview
LB-00622,PJ-100-03-01,Dependency,Open,Low,A. Smith,2026-07-21,,Data mapping requires architecture decision,SyntheticPlanview
LB-00623,PJ-200-03-04,Decision,Blocked,Critical,M. Chen,2026-06-01,,Change request approved by steering group,SyntheticPlanview
LB-00624,PJ-300-03-04,Risk,Mitigated,High,M. Chen,2026-08-18,2026-09-02,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00625,PJ-200-01-01,Dependency,Closed,Medium,A. Smith,2026-07-08,2026-07-21,Security review pending for integration approach,SyntheticPlanview
LB-00626,PJ-300-02-03,Dependency,Open,Medium,M. Chen,2026-05-05,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00627,PJ-200-03-05,Issue,Closed,Critical,K. Davis,2026-02-15,2026-03-11,Data mapping requires architecture decision,SyntheticPlanview
LB-00628,PJ-300-03-01,Decision,Mitigated,Medium,A. Smith,2026-04-02,2026-04-15,Change request approved by steering group,SyntheticPlanview
LB-00629,PJ-300-02-02,Risk,Mitigated,Critical,S. Jones,2026-01-16,2026-01-25,Security review pending for integration approach,SyntheticPlanview
LB-00630,PJ-100-03-01,Decision,Mitigated,Medium,K. Davis,2026-07-14,2026-07-29,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00631,PJ-100-03-01,Issue,Blocked,Low,S. Jones,2026-05-28,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00632,PJ-300-01-02,Assumption,In Review,Critical,S. Jones,2026-08-09,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00633,PJ-100-01-01,Issue,Closed,High,S. Jones,2026-07-06,2026-07-22,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00634,PJ-100-03-05,Issue,Blocked,Low,S. Jones,2026-08-17,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00635,PJ-100-01-03,Risk,Blocked,Critical,L. Brown,2026-05-01,,Security review pending for integration approach,SyntheticPlanview
LB-00636,PJ-300-01-01,Dependency,Open,Critical,M. Chen,2026-07-27,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00637,PJ-300-02-01,Dependency,Open,Medium,M. Chen,2026-07-12,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00638,PJ-200-01-04,Risk,Open,Critical,K. Davis,2026-03-03,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00639,PJ-100-03-01,Assumption,Closed,Low,S. Jones,2026-06-30,2026-08-06,Security review pending for integration approach,SyntheticPlanview
LB-00640,PJ-100-02-04,Decision,Closed,Critical,K. Davis,2026-08-12,2026-08-24,Change request approved by steering group,SyntheticPlanview
LB-00641,PJ-100-01-01,Dependency,Open,High,L. Brown,2026-08-09,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00642,PJ-200-01-04,Assumption,Mitigated,Medium,K. Davis,2026-04-20,2026-06-04,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00643,PJ-300-02-05,Assumption,Mitigated,High,A. Smith,2026-08-14,2026-08-18,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00644,PJ-200-02-05,Risk,Closed,High,R. Patel,2026-04-04,2026-05-14,Data mapping requires architecture decision,SyntheticPlanview
LB-00645,PJ-300-03-02,Assumption,Open,Medium,M. Chen,2026-05-24,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00646,PJ-200-01-01,Dependency,Open,Medium,K. Davis,2026-05-19,,Data mapping requires architecture decision,SyntheticPlanview
LB-00647,PJ-200-02-01,Dependency,Mitigated,High,A. Smith,2026-04-01,2026-05-04,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00648,PJ-200-02-04,Assumption,Closed,Low,S. Jones,2026-03-30,2026-05-01,Change request approved by steering group,SyntheticPlanview
LB-00649,PJ-300-01-05,Decision,Blocked,Critical,L. Brown,2026-06-23,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00650,PJ-300-03-04,Issue,Open,Critical,A. Smith,2026-06-27,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00651,PJ-200-03-01,Decision,In Review,Low,A. Smith,2026-08-18,,Data mapping requires architecture decision,SyntheticPlanview
LB-00652,PJ-200-01-03,Dependency,In Review,Medium,M. Chen,2026-01-29,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00653,PJ-300-03-01,Assumption,Mitigated,Medium,S. Jones,2026-01-06,2026-02-02,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00654,PJ-200-03-02,Decision,Open,Medium,A. Smith,2026-04-24,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00655,PJ-100-03-05,Decision,Blocked,Critical,L. Brown,2026-08-02,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00656,PJ-300-03-02,Assumption,Mitigated,Critical,S. Jones,2026-06-15,2026-07-17,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00657,PJ-300-02-02,Decision,Mitigated,Medium,S. Jones,2026-02-03,2026-02-14,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00658,PJ-200-01-04,Issue,Open,High,R. Patel,2026-07-17,,Security review pending for integration approach,SyntheticPlanview
LB-00659,PJ-100-03-01,Assumption,In Review,High,M. Chen,2026-06-08,,Data mapping requires architecture decision,SyntheticPlanview
LB-00660,PJ-300-03-05,Issue,In Review,Medium,A. Smith,2026-08-20,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00661,PJ-200-02-01,Dependency,In Review,High,R. Patel,2026-05-28,,Data mapping requires architecture decision,SyntheticPlanview
LB-00662,PJ-100-03-04,Decision,Open,High,M. Chen,2026-05-24,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00663,PJ-200-03-04,Assumption,In Review,High,A. Smith,2026-05-19,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00664,PJ-200-03-01,Dependency,Closed,High,M. Chen,2026-08-27,2026-09-06,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00665,PJ-300-01-05,Decision,Mitigated,Critical,R. Patel,2026-05-10,2026-06-21,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00666,PJ-300-03-03,Dependency,Blocked,High,K. Davis,2026-02-07,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00667,PJ-300-01-01,Issue,Open,Low,R. Patel,2026-08-19,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00668,PJ-200-03-01,Dependency,In Review,High,A. Smith,2026-06-08,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00669,PJ-100-01-04,Assumption,In Review,Medium,R. Patel,2026-06-05,,Data mapping requires architecture decision,SyntheticPlanview
LB-00670,PJ-100-01-02,Dependency,Blocked,Low,L. Brown,2026-01-22,,Security review pending for integration approach,SyntheticPlanview
LB-00671,PJ-100-03-03,Assumption,Mitigated,Low,K. Davis,2026-05-06,2026-06-14,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00672,PJ-200-03-01,Dependency,Closed,High,A. Smith,2026-02-07,2026-03-03,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00673,PJ-200-02-03,Assumption,Mitigated,Low,M. Chen,2026-03-31,2026-04-29,Change request approved by steering group,SyntheticPlanview
LB-00674,PJ-200-03-04,Decision,Closed,Medium,K. Davis,2026-07-09,2026-08-07,Security review pending for integration approach,SyntheticPlanview
LB-00675,PJ-200-03-02,Assumption,Blocked,Low,M. Chen,2026-02-05,,Data mapping requires architecture decision,SyntheticPlanview
LB-00676,PJ-200-01-05,Decision,Blocked,Low,L. Brown,2026-05-02,,Security review pending for integration approach,SyntheticPlanview
LB-00677,PJ-100-02-01,Decision,Closed,Critical,M. Chen,2026-01-02,2026-02-12,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00678,PJ-200-03-05,Issue,Blocked,Medium,M. Chen,2026-07-01,,Security review pending for integration approach,SyntheticPlanview
LB-00679,PJ-200-01-04,Decision,Closed,High,S. Jones,2026-05-22,2026-05-25,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00680,PJ-200-03-05,Risk,Open,Medium,R. Patel,2026-02-27,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00681,PJ-300-03-01,Decision,Closed,Critical,M. Chen,2026-08-02,2026-08-10,Security review pending for integration approach,SyntheticPlanview
LB-00682,PJ-300-03-05,Risk,In Review,Low,R. Patel,2026-06-15,,Security review pending for integration approach,SyntheticPlanview
LB-00683,PJ-100-01-05,Dependency,Mitigated,Critical,R. Patel,2026-06-03,2026-07-11,Change request approved by steering group,SyntheticPlanview
LB-00684,PJ-300-03-04,Decision,Open,Low,R. Patel,2026-05-02,,Data mapping requires architecture decision,SyntheticPlanview
LB-00685,PJ-300-02-03,Decision,In Review,Critical,K. Davis,2026-01-15,,Data mapping requires architecture decision,SyntheticPlanview
LB-00686,PJ-200-02-03,Decision,Open,High,S. Jones,2026-02-11,,Change request approved by steering group,SyntheticPlanview
LB-00687,PJ-200-02-03,Assumption,Mitigated,Low,L. Brown,2026-01-13,2026-02-01,Data mapping requires architecture decision,SyntheticPlanview
LB-00688,PJ-300-03-01,Assumption,Open,Medium,L. Brown,2026-02-16,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00689,PJ-200-02-01,Decision,Mitigated,Low,L. Brown,2026-07-31,2026-08-18,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00690,PJ-200-02-03,Risk,In Review,Medium,L. Brown,2026-07-30,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00691,PJ-200-02-04,Decision,Closed,Medium,A. Smith,2026-07-19,2026-08-15,Data mapping requires architecture decision,SyntheticPlanview
LB-00692,PJ-100-02-05,Issue,In Review,Low,S. Jones,2026-05-09,,Security review pending for integration approach,SyntheticPlanview
LB-00693,PJ-100-01-05,Risk,In Review,Critical,R. Patel,2026-01-30,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00694,PJ-300-03-05,Dependency,In Review,High,M. Chen,2026-04-03,,Change request approved by steering group,SyntheticPlanview
LB-00695,PJ-200-01-05,Issue,Open,Medium,K. Davis,2026-01-08,,Data mapping requires architecture decision,SyntheticPlanview
LB-00696,PJ-300-03-05,Issue,Mitigated,Medium,A. Smith,2026-02-28,2026-03-09,Security review pending for integration approach,SyntheticPlanview
LB-00697,PJ-300-03-05,Risk,Open,Low,S. Jones,2026-07-15,,Security review pending for integration approach,SyntheticPlanview
LB-00698,PJ-100-01-03,Risk,Open,Low,S. Jones,2026-02-20,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00699,PJ-200-01-02,Decision,Open,Low,A. Smith,2026-01-12,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00700,PJ-300-02-04,Issue,Blocked,Medium,K. Davis,2026-02-22,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00701,PJ-100-01-02,Decision,In Review,High,R. Patel,2026-01-24,,Data mapping requires architecture decision,SyntheticPlanview
LB-00702,PJ-300-01-03,Issue,Blocked,Low,A. Smith,2026-07-19,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00703,PJ-100-01-01,Issue,In Review,High,M. Chen,2026-05-16,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00704,PJ-100-01-01,Issue,Open,Critical,R. Patel,2026-07-05,,Change request approved by steering group,SyntheticPlanview
LB-00705,PJ-300-02-03,Risk,Closed,Medium,R. Patel,2026-02-17,2026-04-02,Security review pending for integration approach,SyntheticPlanview
LB-00706,PJ-200-03-03,Issue,Blocked,Critical,A. Smith,2026-02-24,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00707,PJ-100-02-03,Assumption,Open,Medium,S. Jones,2026-04-30,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00708,PJ-200-01-04,Risk,Open,High,S. Jones,2026-05-23,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00709,PJ-200-02-05,Decision,Closed,Critical,M. Chen,2026-03-14,2026-04-22,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00710,PJ-200-03-02,Risk,Closed,Critical,K. Davis,2026-03-16,2026-03-29,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00711,PJ-100-03-02,Risk,Closed,Critical,S. Jones,2026-01-04,2026-02-17,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00712,PJ-300-03-03,Risk,Open,Medium,S. Jones,2026-06-23,,Security review pending for integration approach,SyntheticPlanview
LB-00713,PJ-300-03-05,Issue,Open,Low,R. Patel,2026-06-01,,Data mapping requires architecture decision,SyntheticPlanview
LB-00714,PJ-200-02-02,Dependency,Blocked,Low,M. Chen,2026-02-21,,Security review pending for integration approach,SyntheticPlanview
LB-00715,PJ-300-01-02,Assumption,Blocked,High,K. Davis,2026-03-13,,Security review pending for integration approach,SyntheticPlanview
LB-00716,PJ-200-02-03,Dependency,Blocked,Critical,L. Brown,2026-05-02,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00717,PJ-100-02-05,Risk,Closed,High,S. Jones,2026-07-16,2026-07-23,Security review pending for integration approach,SyntheticPlanview
LB-00718,PJ-100-03-05,Risk,In Review,Low,K. Davis,2026-06-10,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00719,PJ-100-01-05,Issue,Open,Critical,L. Brown,2026-05-08,,Change request approved by steering group,SyntheticPlanview
LB-00720,PJ-200-02-01,Assumption,Mitigated,Low,A. Smith,2026-02-09,2026-03-21,Change request approved by steering group,SyntheticPlanview
LB-00721,PJ-300-01-04,Issue,Closed,High,K. Davis,2026-07-16,2026-08-15,Security review pending for integration approach,SyntheticPlanview
LB-00722,PJ-300-01-02,Decision,Mitigated,Low,A. Smith,2026-05-10,2026-06-14,Security review pending for integration approach,SyntheticPlanview
LB-00723,PJ-100-02-03,Dependency,Closed,Critical,S. Jones,2026-04-09,2026-04-30,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00724,PJ-100-01-03,Decision,Blocked,Medium,S. Jones,2026-02-15,,Security review pending for integration approach,SyntheticPlanview
LB-00725,PJ-100-02-04,Risk,Closed,Critical,K. Davis,2026-03-21,2026-04-22,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00726,PJ-300-03-04,Dependency,Blocked,Critical,L. Brown,2026-05-19,,Data mapping requires architecture decision,SyntheticPlanview
LB-00727,PJ-300-01-03,Dependency,Closed,Critical,L. Brown,2026-01-15,2026-02-01,Change request approved by steering group,SyntheticPlanview
LB-00728,PJ-200-02-03,Risk,Mitigated,Low,L. Brown,2026-07-16,2026-08-06,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00729,PJ-100-02-04,Assumption,Mitigated,Low,K. Davis,2026-08-03,2026-08-26,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00730,PJ-200-02-05,Decision,Closed,Critical,R. Patel,2026-01-25,2026-02-17,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00731,PJ-300-03-03,Issue,In Review,High,L. Brown,2026-03-04,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00732,PJ-300-03-05,Decision,Mitigated,Medium,A. Smith,2026-01-17,2026-01-25,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00733,PJ-200-02-01,Dependency,Closed,Critical,R. Patel,2026-01-10,2026-02-22,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00734,PJ-300-03-05,Risk,Blocked,High,S. Jones,2026-05-01,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00735,PJ-200-02-05,Risk,Blocked,Critical,A. Smith,2026-03-24,,Change request approved by steering group,SyntheticPlanview
LB-00736,PJ-300-03-04,Assumption,Mitigated,High,M. Chen,2026-02-22,2026-03-26,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00737,PJ-200-01-05,Dependency,Closed,Low,L. Brown,2026-04-04,2026-04-17,Data mapping requires architecture decision,SyntheticPlanview
LB-00738,PJ-200-01-04,Decision,Open,Critical,M. Chen,2026-03-09,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00739,PJ-100-02-01,Risk,Blocked,High,R. Patel,2026-07-03,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00740,PJ-300-02-02,Dependency,Blocked,Critical,M. Chen,2026-07-25,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00741,PJ-100-01-05,Decision,Mitigated,Critical,K. Davis,2026-06-16,2026-07-19,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00742,PJ-200-02-01,Decision,Closed,Critical,K. Davis,2026-02-21,2026-03-19,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00743,PJ-100-03-02,Assumption,Open,Medium,L. Brown,2026-08-14,,Security review pending for integration approach,SyntheticPlanview
LB-00744,PJ-100-03-04,Assumption,Closed,Critical,L. Brown,2026-06-19,2026-07-07,Change request approved by steering group,SyntheticPlanview
LB-00745,PJ-300-03-01,Issue,Blocked,High,S. Jones,2026-01-16,,Data mapping requires architecture decision,SyntheticPlanview
LB-00746,PJ-200-01-01,Dependency,Mitigated,High,A. Smith,2026-02-08,2026-03-08,Change request approved by steering group,SyntheticPlanview
LB-00747,PJ-100-03-04,Decision,Closed,Medium,R. Patel,2026-08-05,2026-08-23,Change request approved by steering group,SyntheticPlanview
LB-00748,PJ-300-02-04,Risk,Closed,Medium,M. Chen,2026-03-02,2026-03-18,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00749,PJ-200-01-01,Dependency,Mitigated,Critical,S. Jones,2026-07-24,2026-08-23,Change request approved by steering group,SyntheticPlanview
LB-00750,PJ-100-01-03,Decision,In Review,Medium,A. Smith,2026-02-21,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00751,PJ-200-01-03,Issue,Blocked,Low,K. Davis,2026-06-18,,Security review pending for integration approach,SyntheticPlanview
LB-00752,PJ-100-01-02,Decision,Open,High,A. Smith,2026-01-15,,Security review pending for integration approach,SyntheticPlanview
LB-00753,PJ-200-02-04,Dependency,Open,Medium,M. Chen,2026-06-21,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00754,PJ-300-02-02,Risk,Blocked,High,S. Jones,2026-07-08,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00755,PJ-200-01-01,Decision,Open,High,L. Brown,2026-06-03,,Change request approved by steering group,SyntheticPlanview
LB-00756,PJ-200-02-05,Dependency,In Review,Medium,M. Chen,2026-07-26,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00757,PJ-100-03-02,Dependency,Mitigated,High,L. Brown,2026-02-24,2026-03-25,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00758,PJ-300-01-02,Risk,Mitigated,High,L. Brown,2026-05-17,2026-07-01,Security review pending for integration approach,SyntheticPlanview
LB-00759,PJ-300-01-01,Decision,In Review,Medium,R. Patel,2026-06-24,,Security review pending for integration approach,SyntheticPlanview
LB-00760,PJ-200-02-04,Assumption,Mitigated,Low,K. Davis,2026-07-30,2026-08-01,Change request approved by steering group,SyntheticPlanview
LB-00761,PJ-100-01-04,Decision,In Review,Critical,R. Patel,2026-06-26,,Change request approved by steering group,SyntheticPlanview
LB-00762,PJ-300-03-05,Assumption,Open,Medium,S. Jones,2026-04-03,,Security review pending for integration approach,SyntheticPlanview
LB-00763,PJ-100-01-01,Decision,Closed,Low,M. Chen,2026-08-21,2026-09-07,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00764,PJ-100-03-04,Dependency,In Review,High,K. Davis,2026-08-09,,Security review pending for integration approach,SyntheticPlanview
LB-00765,PJ-100-01-03,Dependency,Open,Critical,K. Davis,2026-03-12,,Security review pending for integration approach,SyntheticPlanview
LB-00766,PJ-200-02-02,Issue,Closed,High,L. Brown,2026-07-03,2026-07-10,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00767,PJ-200-02-03,Assumption,Blocked,High,S. Jones,2026-04-18,,Change request approved by steering group,SyntheticPlanview
LB-00768,PJ-100-01-02,Issue,Open,Critical,K. Davis,2026-07-15,,Data mapping requires architecture decision,SyntheticPlanview
LB-00769,PJ-100-01-01,Decision,In Review,High,L. Brown,2026-04-13,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00770,PJ-100-02-03,Assumption,In Review,Medium,L. Brown,2026-02-10,,Change request approved by steering group,SyntheticPlanview
LB-00771,PJ-200-03-02,Dependency,Mitigated,Medium,R. Patel,2026-07-22,2026-08-20,Data mapping requires architecture decision,SyntheticPlanview
LB-00772,PJ-300-03-04,Issue,Mitigated,Low,S. Jones,2026-06-01,2026-06-20,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00773,PJ-100-03-02,Issue,Closed,Low,A. Smith,2026-04-11,2026-05-18,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00774,PJ-300-03-02,Risk,In Review,Critical,M. Chen,2026-06-06,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00775,PJ-300-03-05,Risk,In Review,Critical,L. Brown,2026-08-07,,Security review pending for integration approach,SyntheticPlanview
LB-00776,PJ-300-02-04,Risk,In Review,High,M. Chen,2026-03-08,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00777,PJ-100-02-03,Dependency,Blocked,Critical,K. Davis,2026-01-04,,Security review pending for integration approach,SyntheticPlanview
LB-00778,PJ-100-02-03,Issue,In Review,High,R. Patel,2026-02-27,,Change request approved by steering group,SyntheticPlanview
LB-00779,PJ-300-01-02,Dependency,In Review,Medium,L. Brown,2026-04-08,,Data mapping requires architecture decision,SyntheticPlanview
LB-00780,PJ-200-01-04,Dependency,In Review,Medium,S. Jones,2026-07-06,,Data mapping requires architecture decision,SyntheticPlanview
LB-00781,PJ-100-01-02,Assumption,Mitigated,Critical,M. Chen,2026-03-16,2026-04-01,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00782,PJ-300-02-03,Risk,Closed,Critical,M. Chen,2026-06-25,2026-07-01,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00783,PJ-300-03-05,Dependency,In Review,Critical,K. Davis,2026-04-12,,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00784,PJ-200-01-02,Assumption,Open,Low,A. Smith,2026-01-19,,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00785,PJ-200-01-01,Assumption,Mitigated,Low,A. Smith,2026-05-01,2026-06-09,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00786,PJ-300-01-03,Dependency,Closed,High,M. Chen,2026-06-08,2026-06-28,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00787,PJ-100-01-03,Decision,In Review,Medium,L. Brown,2026-05-29,,Security review pending for integration approach,SyntheticPlanview
LB-00788,PJ-200-02-02,Risk,Closed,High,K. Davis,2026-08-13,2026-08-22,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00789,PJ-200-03-03,Decision,Mitigated,Low,M. Chen,2026-02-06,2026-02-14,Security review pending for integration approach,SyntheticPlanview
LB-00790,PJ-200-01-03,Decision,Mitigated,High,L. Brown,2026-07-11,2026-08-08,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00791,PJ-300-01-04,Decision,Closed,Critical,M. Chen,2026-03-22,2026-04-02,Implementation team blocked by missing requirement,SyntheticPlanview
LB-00792,PJ-300-03-03,Issue,Closed,Medium,A. Smith,2026-06-12,2026-06-16,Data mapping requires architecture decision,SyntheticPlanview
LB-00793,PJ-100-03-02,Issue,Closed,Critical,S. Jones,2026-01-10,2026-01-27,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00794,PJ-300-01-02,Assumption,Closed,Critical,S. Jones,2026-01-11,2026-02-03,Security review pending for integration approach,SyntheticPlanview
LB-00795,PJ-100-02-03,Risk,In Review,High,A. Smith,2026-08-05,,Data mapping requires architecture decision,SyntheticPlanview
LB-00796,PJ-200-01-04,Assumption,In Review,High,L. Brown,2026-02-16,,Change request approved by steering group,SyntheticPlanview
LB-00797,PJ-300-02-03,Risk,Blocked,Medium,S. Jones,2026-02-24,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00798,PJ-200-01-01,Risk,Closed,High,A. Smith,2026-07-16,2026-08-29,Budget variance requires follow-up with finance,SyntheticPlanview
LB-00799,PJ-300-03-04,Dependency,Open,High,L. Brown,2026-06-24,,Vendor dependency may impact release schedule,SyntheticPlanview
LB-00800,PJ-200-02-01,Risk,Open,Critical,K. Davis,2026-02-09,,Change request approved by steering group,SyntheticPlanview
